,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
16897,49,4.0,291783,9.0,13,2.0,3.0,0.0,4.0,1.0,0,0,40
5545,40,4.0,323790,15.0,10,2.0,8.0,0.0,4.0,1.0,0,0,40
10098,24,7.0,247075,11.0,9,4.0,1.0,4.0,2.0,0.0,0,0,20
22655,34,4.0,195602,7.0,12,2.0,3.0,0.0,4.0,1.0,0,0,44
7842,42,2.0,176716,12.0,14,0.0,10.0,1.0,4.0,1.0,0,0,40
28082,32,7.0,159247,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,50
6460,41,4.0,444743,11.0,9,0.0,13.0,4.0,4.0,0.0,0,0,40
24831,38,4.0,98360,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40
12374,30,4.0,101859,5.0,4,4.0,3.0,1.0,4.0,1.0,0,0,50
13195,52,1.0,22428,9.0,13,2.0,11.0,0.0,4.0,1.0,0,0,60
19452,47,4.0,173271,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,40
7100,23,4.0,176486,8.0,11,4.0,1.0,3.0,4.0,0.0,0,0,36
17291,68,4.0,192829,7.0,12,0.0,4.0,1.0,4.0,0.0,0,0,43
12649,30,4.0,58582,9.0,13,4.0,3.0,3.0,4.0,1.0,0,0,10
6777,19,0.0,204441,11.0,9,4.0,0.0,2.0,2.0,1.0,0,0,20
23980,38,4.0,172538,9.0,13,2.0,13.0,0.0,4.0,1.0,0,1977,40
12302,63,6.0,111306,5.0,4,6.0,5.0,4.0,4.0,0.0,0,0,10
28145,27,4.0,91501,11.0,9,2.0,13.0,5.0,4.0,0.0,0,0,40
3753,35,4.0,174856,11.0,9,2.0,14.0,0.0,4.0,1.0,2885,0,40
11034,40,4.0,202565,7.0,12,2.0,12.0,0.0,4.0,1.0,0,0,52
21286,33,2.0,152351,15.0,10,2.0,11.0,0.0,4.0,1.0,3908,0,40
15334,51,4.0,201127,11.0,9,0.0,12.0,1.0,4.0,1.0,0,0,45
21660,46,4.0,273575,9.0,13,2.0,14.0,0.0,4.0,1.0,15024,0,40
1808,66,6.0,293114,11.0,9,2.0,5.0,0.0,4.0,1.0,1409,0,40
12621,19,0.0,175495,11.0,9,4.0,0.0,3.0,2.0,0.0,0,0,24
21584,49,4.0,334787,11.0,9,2.0,8.0,0.0,4.0,1.0,0,0,40
16902,27,4.0,34701,9.0,13,4.0,8.0,1.0,4.0,1.0,0,0,40
25143,34,4.0,49469,9.0,13,4.0,12.0,1.0,4.0,1.0,99999,0,50
28218,48,7.0,50748,9.0,13,0.0,1.0,4.0,4.0,0.0,0,0,40
22952,30,1.0,319280,15.0,10,4.0,3.0,1.0,4.0,1.0,0,0,40
21211,23,4.0,329925,15.0,10,4.0,6.0,3.0,4.0,1.0,0,0,30
20086,43,4.0,178780,7.0,12,2.0,4.0,0.0,4.0,1.0,0,0,45
7109,35,4.0,148581,11.0,9,2.0,3.0,0.0,4.0,1.0,0,1740,40
26291,52,6.0,138611,11.0,9,2.0,12.0,0.0,4.0,1.0,7688,0,55
22378,17,4.0,160968,1.0,7,4.0,1.0,3.0,4.0,1.0,0,0,16
2937,52,2.0,317733,9.0,13,2.0,10.0,0.0,4.0,1.0,7688,0,40
26940,32,4.0,167990,12.0,14,4.0,4.0,1.0,4.0,1.0,14084,0,40
19396,25,7.0,152503,15.0,10,4.0,13.0,1.0,2.0,1.0,0,0,40
10855,22,4.0,60783,0.0,6,4.0,3.0,3.0,4.0,1.0,0,0,15
10992,29,2.0,219906,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,25
22030,40,4.0,119225,8.0,11,2.0,10.0,0.0,4.0,1.0,0,0,40
9163,74,6.0,104001,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
19603,52,4.0,183611,3.0,2,2.0,5.0,0.0,4.0,1.0,0,0,40
29066,53,4.0,158993,11.0,9,6.0,7.0,4.0,2.0,0.0,0,0,38
21766,59,7.0,349910,9.0,13,2.0,4.0,0.0,4.0,1.0,10605,0,50
4471,19,4.0,283033,1.0,7,4.0,8.0,1.0,4.0,1.0,0,0,40
16151,39,4.0,150480,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,55
10296,90,4.0,87285,11.0,9,4.0,8.0,3.0,4.0,0.0,0,0,24
14942,19,4.0,252862,8.0,11,4.0,10.0,3.0,4.0,0.0,0,0,40
22262,21,0.0,116934,15.0,10,4.0,0.0,3.0,4.0,0.0,0,0,40
20531,19,4.0,120691,11.0,9,4.0,12.0,3.0,2.0,1.0,0,0,25
8505,24,4.0,113466,11.0,9,4.0,12.0,1.0,4.0,1.0,0,0,40
13915,45,4.0,189792,12.0,14,2.0,12.0,0.0,4.0,1.0,0,0,40
28166,28,4.0,207513,9.0,13,2.0,12.0,0.0,4.0,1.0,7298,0,42
10548,31,4.0,373432,6.0,5,2.0,3.0,0.0,4.0,1.0,0,0,43
7885,37,1.0,408229,11.0,9,0.0,13.0,4.0,4.0,0.0,0,0,40
12022,18,4.0,126021,11.0,9,4.0,3.0,3.0,4.0,0.0,0,0,20
7191,42,4.0,132481,7.0,12,0.0,10.0,1.0,4.0,0.0,0,0,24
11040,62,0.0,144583,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,40
15320,67,4.0,134906,11.0,9,6.0,12.0,1.0,4.0,0.0,0,0,32
18865,31,4.0,145791,8.0,11,0.0,13.0,4.0,4.0,0.0,0,0,40
12778,21,4.0,143582,9.0,13,4.0,10.0,3.0,1.0,0.0,0,0,45
15404,60,6.0,236470,5.0,4,2.0,5.0,0.0,4.0,1.0,0,0,40
25917,28,4.0,166320,11.0,9,4.0,10.0,1.0,4.0,1.0,0,0,40
23819,38,4.0,318610,15.0,10,0.0,1.0,4.0,2.0,0.0,0,0,40
14778,46,5.0,326048,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40
16685,66,2.0,261062,12.0,14,6.0,10.0,1.0,4.0,0.0,0,0,40
24897,31,4.0,187560,11.0,9,2.0,10.0,0.0,4.0,1.0,15024,0,40
5610,38,2.0,289430,11.0,9,0.0,11.0,1.0,4.0,1.0,0,0,56
4969,30,4.0,172403,11.0,9,0.0,3.0,1.0,4.0,1.0,0,0,30
25358,25,4.0,193379,7.0,12,4.0,3.0,1.0,4.0,1.0,0,0,45
21131,37,1.0,143547,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,40
17996,20,4.0,382153,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,25
19776,18,4.0,128086,2.0,8,4.0,6.0,3.0,4.0,1.0,0,0,18
16257,40,4.0,143327,15.0,10,5.0,6.0,1.0,4.0,1.0,0,0,40
9786,45,4.0,187581,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,40
19069,46,6.0,168195,14.0,15,2.0,10.0,0.0,4.0,1.0,0,1902,45
13815,31,4.0,113364,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
15274,23,4.0,213811,9.0,13,4.0,4.0,3.0,4.0,0.0,0,0,40
3082,63,6.0,194638,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,32
25908,51,7.0,193720,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,56
14362,19,4.0,301747,11.0,9,5.0,1.0,3.0,4.0,0.0,0,0,30
25855,20,4.0,282604,15.0,10,4.0,6.0,2.0,4.0,1.0,0,0,20
12571,33,4.0,529104,1.0,7,2.0,6.0,0.0,4.0,1.0,0,0,50
10709,38,6.0,129573,12.0,14,4.0,10.0,1.0,4.0,1.0,0,0,40
17,35,1.0,76845,6.0,5,2.0,5.0,0.0,2.0,1.0,0,0,40
9116,21,4.0,231053,11.0,9,4.0,7.0,3.0,4.0,1.0,0,0,30
12959,22,4.0,107882,11.0,9,4.0,10.0,3.0,4.0,0.0,0,0,20
20473,23,4.0,113309,15.0,10,4.0,14.0,1.0,4.0,1.0,0,0,40
29096,41,4.0,201495,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,40
12981,43,6.0,32451,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
19832,40,4.0,55508,5.0,4,0.0,5.0,4.0,4.0,0.0,0,0,40
19825,23,4.0,204641,0.0,6,4.0,6.0,4.0,4.0,1.0,0,0,50
2435,50,4.0,92079,15.0,10,2.0,13.0,0.0,4.0,1.0,0,0,45
15860,29,2.0,214706,11.0,9,4.0,8.0,4.0,4.0,0.0,0,0,40
17315,67,6.0,148690,12.0,14,6.0,10.0,1.0,4.0,1.0,18481,0,2
7481,43,4.0,163847,9.0,13,2.0,5.0,0.0,4.0,1.0,0,0,50
8639,25,4.0,154863,11.0,9,4.0,1.0,4.0,2.0,1.0,0,0,35
1493,18,4.0,214617,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,16
2008,23,7.0,235853,9.0,13,4.0,13.0,1.0,4.0,1.0,0,0,22
8200,34,2.0,254270,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,40
24859,34,4.0,116910,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,50
19524,25,4.0,153841,15.0,10,4.0,1.0,3.0,4.0,0.0,0,0,40
21423,49,4.0,48120,11.0,9,4.0,14.0,4.0,2.0,0.0,1506,0,40
10981,25,4.0,324372,11.0,9,4.0,6.0,3.0,2.0,1.0,0,0,40
17731,49,0.0,407495,11.0,9,3.0,0.0,1.0,4.0,1.0,0,0,70
15648,61,2.0,180079,10.0,16,2.0,4.0,0.0,4.0,1.0,4064,0,40
10863,40,4.0,119493,15.0,10,4.0,4.0,3.0,4.0,0.0,0,0,40
5799,29,4.0,464536,9.0,13,2.0,8.0,0.0,4.0,1.0,0,0,40
23215,42,4.0,54611,15.0,10,0.0,5.0,1.0,4.0,1.0,0,0,40
1801,44,4.0,54611,15.0,10,0.0,7.0,1.0,4.0,1.0,0,0,50
9838,34,4.0,195576,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,50
5678,36,4.0,254493,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,44
28410,34,5.0,154227,15.0,10,4.0,12.0,1.0,4.0,1.0,0,0,75
8267,23,4.0,173851,15.0,10,4.0,3.0,1.0,4.0,1.0,0,0,40
22461,47,4.0,104068,11.0,9,0.0,10.0,4.0,0.0,0.0,0,0,40
6602,48,4.0,194772,7.0,12,2.0,12.0,0.0,4.0,1.0,0,1902,40
25536,32,4.0,154087,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,40
21336,43,2.0,227734,8.0,11,2.0,14.0,0.0,4.0,1.0,0,0,22
1303,25,4.0,298225,11.0,9,0.0,3.0,1.0,4.0,1.0,0,0,50
22718,35,4.0,166416,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,50
6434,28,6.0,204984,9.0,13,4.0,13.0,1.0,4.0,1.0,0,0,45
18948,46,4.0,247286,15.0,10,0.0,12.0,4.0,4.0,0.0,0,0,40
5183,27,4.0,132191,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,40
2734,54,4.0,220115,15.0,10,0.0,1.0,1.0,4.0,1.0,0,0,30
19995,32,4.0,252257,7.0,12,4.0,1.0,1.0,4.0,0.0,0,0,45
23022,22,4.0,109053,2.0,8,2.0,14.0,0.0,4.0,1.0,0,0,40
6879,58,1.0,81973,15.0,10,2.0,13.0,0.0,1.0,1.0,0,1485,40
2546,40,4.0,367533,11.0,9,0.0,3.0,1.0,4.0,1.0,0,0,40
9132,44,4.0,133853,15.0,10,0.0,4.0,1.0,4.0,0.0,0,0,50
14583,38,4.0,156550,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,60
22048,35,4.0,207568,0.0,6,4.0,8.0,3.0,4.0,1.0,0,0,40
23431,53,6.0,46704,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,50
2195,32,6.0,171091,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
10803,48,5.0,181307,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,60
1703,55,6.0,184425,15.0,10,2.0,5.0,0.0,4.0,1.0,0,0,99
10153,49,5.0,201498,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
1290,36,1.0,218542,7.0,12,2.0,1.0,5.0,4.0,0.0,0,0,40
6428,27,6.0,206889,15.0,10,2.0,5.0,0.0,4.0,1.0,0,0,50
7650,43,1.0,262233,9.0,13,0.0,4.0,1.0,4.0,1.0,0,0,40
6803,20,4.0,95918,6.0,5,2.0,7.0,0.0,4.0,1.0,0,0,40
24894,43,4.0,242804,11.0,9,5.0,6.0,1.0,4.0,1.0,0,0,40
15624,39,4.0,117683,0.0,6,2.0,6.0,0.0,4.0,1.0,0,0,45
8170,29,4.0,149324,15.0,10,2.0,3.0,0.0,4.0,1.0,0,1485,40
15565,42,4.0,529216,11.0,9,5.0,14.0,2.0,2.0,1.0,0,0,40
24839,42,4.0,303388,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,65
12367,31,4.0,43819,9.0,13,2.0,10.0,5.0,4.0,0.0,7688,0,43
11198,34,4.0,120959,15.0,10,0.0,1.0,4.0,4.0,0.0,0,0,40
27320,60,4.0,198727,11.0,9,2.0,10.0,0.0,4.0,1.0,0,0,30
7091,19,4.0,281704,15.0,10,4.0,8.0,1.0,4.0,1.0,0,0,35
396,20,4.0,146538,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40
23286,31,4.0,169589,12.0,14,4.0,10.0,1.0,4.0,1.0,0,0,30
9240,31,6.0,226696,8.0,11,2.0,5.0,0.0,4.0,1.0,0,0,60
6137,32,4.0,128016,11.0,9,3.0,8.0,4.0,4.0,0.0,0,0,20
6206,37,5.0,27997,11.0,9,4.0,14.0,1.0,4.0,1.0,0,0,50
17877,37,4.0,151771,5.0,4,2.0,3.0,0.0,4.0,1.0,0,0,40
24223,36,4.0,257380,11.0,9,2.0,3.0,0.0,2.0,1.0,0,0,35
4110,42,4.0,220049,11.0,9,2.0,12.0,0.0,2.0,1.0,0,0,40
14763,23,4.0,82777,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,30
27454,23,2.0,157331,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,40
8525,58,2.0,147428,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40
26644,69,0.0,117525,7.0,12,0.0,0.0,4.0,4.0,0.0,0,0,1
17041,30,4.0,366065,15.0,10,4.0,3.0,4.0,2.0,1.0,0,0,40
1595,26,4.0,167350,15.0,10,2.0,13.0,0.0,4.0,1.0,3103,0,40
11644,50,4.0,165050,0.0,6,2.0,3.0,0.0,4.0,1.0,0,0,40
7917,30,4.0,88913,15.0,10,5.0,8.0,4.0,1.0,0.0,0,0,40
10993,55,4.0,158641,11.0,9,6.0,1.0,1.0,4.0,0.0,0,0,40
12709,54,4.0,256908,9.0,13,2.0,13.0,0.0,4.0,1.0,0,0,25
15258,56,2.0,264436,15.0,10,0.0,4.0,1.0,4.0,0.0,0,0,40
26535,39,4.0,706180,9.0,13,0.0,12.0,4.0,4.0,0.0,0,0,40
23224,21,4.0,212114,15.0,10,4.0,10.0,3.0,4.0,0.0,0,0,8
11453,50,4.0,152810,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,40
25218,26,4.0,109097,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,48
25253,51,4.0,103529,1.0,7,0.0,8.0,4.0,2.0,0.0,0,0,30
6688,33,4.0,278736,8.0,11,2.0,7.0,0.0,4.0,1.0,0,0,50
18989,71,5.0,118119,15.0,10,2.0,4.0,0.0,4.0,1.0,20051,0,50
28265,57,6.0,413373,10.0,16,2.0,12.0,0.0,4.0,1.0,0,1902,40
14667,32,4.0,106742,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40
10328,30,0.0,156890,0.0,6,0.0,0.0,4.0,4.0,1.0,0,0,40
482,44,4.0,210525,15.0,10,2.0,14.0,0.0,4.0,1.0,0,0,40
15800,28,4.0,51461,9.0,13,2.0,1.0,0.0,4.0,1.0,0,1887,40
21132,30,4.0,310889,8.0,11,2.0,4.0,0.0,4.0,1.0,0,0,50
15582,62,4.0,123582,0.0,6,0.0,8.0,4.0,4.0,0.0,0,0,40
19347,30,4.0,197558,11.0,9,2.0,6.0,0.0,4.0,1.0,0,0,40
27762,40,5.0,104235,12.0,14,4.0,8.0,3.0,4.0,1.0,0,0,99
20381,65,4.0,105491,9.0,13,2.0,4.0,0.0,4.0,1.0,99999,0,40
6880,29,4.0,134890,9.0,13,2.0,13.0,0.0,4.0,1.0,0,0,40
23972,49,2.0,275074,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,60
23005,30,4.0,165686,9.0,13,4.0,8.0,1.0,4.0,0.0,0,0,40
15741,40,4.0,239708,1.0,7,2.0,14.0,0.0,4.0,1.0,0,0,55
12639,22,4.0,117779,9.0,13,4.0,10.0,3.0,4.0,1.0,0,0,40
13120,48,4.0,167009,15.0,10,0.0,1.0,1.0,4.0,0.0,0,0,48
7809,53,4.0,31460,11.0,9,0.0,10.0,1.0,4.0,1.0,0,0,40
12492,52,4.0,138497,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,45
2232,44,5.0,153132,9.0,13,2.0,4.0,0.0,4.0,1.0,7688,0,52
25845,48,4.0,149210,11.0,9,5.0,3.0,4.0,2.0,1.0,0,0,45
9058,51,4.0,37237,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,80
11282,56,4.0,212864,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
27053,45,4.0,25649,15.0,10,2.0,14.0,0.0,4.0,1.0,7298,0,50
2784,24,2.0,322658,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,40
9073,27,4.0,196044,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,60
26101,50,4.0,94081,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,40
3581,27,4.0,125298,15.0,10,4.0,1.0,4.0,4.0,0.0,0,0,50
24273,29,4.0,186733,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,50
5742,19,4.0,121972,11.0,9,4.0,8.0,3.0,2.0,1.0,0,0,40
7047,38,4.0,130007,9.0,13,4.0,8.0,1.0,4.0,1.0,0,0,40
2319,32,5.0,110331,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,65
19303,51,0.0,177487,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,40
11615,44,4.0,172032,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40
4843,39,4.0,250157,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,63
25455,25,4.0,258276,15.0,10,4.0,6.0,1.0,0.0,1.0,0,0,40
23761,25,4.0,169679,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40
25633,37,4.0,236359,15.0,10,0.0,1.0,1.0,2.0,0.0,0,0,37
22570,21,4.0,75763,15.0,10,2.0,12.0,5.0,0.0,0.0,0,0,40
5516,47,4.0,170850,11.0,9,2.0,6.0,0.0,4.0,1.0,4064,0,60
16439,32,2.0,161478,9.0,13,0.0,1.0,4.0,1.0,0.0,0,0,46
20860,55,2.0,159028,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40
26119,54,4.0,340476,11.0,9,5.0,12.0,4.0,4.0,0.0,0,0,35
15767,60,5.0,105339,9.0,13,2.0,4.0,0.0,4.0,1.0,7298,0,60
6281,64,0.0,143716,12.0,14,2.0,0.0,0.0,4.0,1.0,0,0,2
19458,45,4.0,28119,11.0,9,2.0,1.0,0.0,4.0,1.0,0,0,7
22496,29,6.0,160786,0.0,6,2.0,3.0,0.0,4.0,1.0,0,0,35
27187,21,7.0,164922,15.0,10,4.0,6.0,3.0,4.0,1.0,0,0,40
5201,53,4.0,157069,7.0,12,2.0,7.0,0.0,4.0,1.0,0,0,40
19976,59,4.0,176011,15.0,10,5.0,1.0,4.0,4.0,1.0,0,0,40
3399,53,1.0,117847,7.0,12,2.0,1.0,0.0,4.0,1.0,0,0,40
24464,37,4.0,216924,11.0,9,2.0,6.0,0.0,4.0,1.0,0,0,44
3919,67,4.0,397831,15.0,10,2.0,4.0,0.0,4.0,1.0,0,1539,40
6482,40,6.0,55363,11.0,9,2.0,3.0,0.0,4.0,1.0,3411,0,40
24494,56,1.0,141877,9.0,13,2.0,1.0,0.0,4.0,1.0,0,0,40
3214,28,4.0,50814,11.0,9,4.0,10.0,1.0,4.0,0.0,0,0,40
23712,41,4.0,317539,15.0,10,2.0,3.0,0.0,2.0,1.0,0,0,40
13260,56,4.0,343849,15.0,10,2.0,14.0,0.0,2.0,1.0,0,0,40
10958,36,4.0,127306,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,47
8365,21,4.0,77759,15.0,10,4.0,12.0,3.0,4.0,0.0,0,0,15
21795,42,4.0,134509,15.0,10,4.0,14.0,4.0,2.0,0.0,0,0,40
9875,50,4.0,337606,11.0,9,2.0,7.0,0.0,4.0,1.0,0,1485,40
11275,33,6.0,343021,15.0,10,4.0,12.0,1.0,4.0,1.0,0,0,65
24947,32,4.0,174789,11.0,9,4.0,3.0,2.0,4.0,1.0,0,0,50
3181,25,4.0,251915,9.0,13,4.0,12.0,3.0,4.0,0.0,0,0,40
3757,34,4.0,260560,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40
27601,57,1.0,197875,11.0,9,0.0,1.0,1.0,4.0,0.0,0,0,40
21842,51,6.0,240236,7.0,12,5.0,12.0,1.0,2.0,1.0,0,0,30
9003,48,4.0,401333,11.0,9,0.0,12.0,1.0,4.0,1.0,0,0,40
7438,53,4.0,20438,15.0,10,5.0,4.0,4.0,0.0,0.0,0,0,15
21763,21,4.0,161415,15.0,10,4.0,3.0,1.0,4.0,1.0,0,0,50
20492,26,5.0,109240,9.0,13,4.0,4.0,1.0,4.0,1.0,0,0,50
26078,36,4.0,37778,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40
5598,42,6.0,206066,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,65
27071,28,4.0,184078,2.0,8,0.0,7.0,1.0,4.0,0.0,0,0,40
3616,21,4.0,61777,15.0,10,4.0,3.0,1.0,4.0,1.0,0,0,70
18420,26,4.0,222539,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,40
3541,40,4.0,338740,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,40
20189,30,4.0,329425,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
1743,43,4.0,166740,15.0,10,0.0,1.0,1.0,4.0,1.0,0,0,48
12785,44,4.0,36271,9.0,13,2.0,3.0,0.0,4.0,1.0,0,0,40
26648,42,4.0,135056,11.0,9,4.0,12.0,3.0,4.0,0.0,0,0,40
9048,45,4.0,34248,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,50
1675,18,4.0,152545,11.0,9,4.0,8.0,3.0,4.0,0.0,0,0,8
7613,41,4.0,111891,11.0,9,5.0,7.0,2.0,2.0,0.0,0,0,40
119,49,4.0,81973,15.0,10,2.0,3.0,0.0,1.0,1.0,0,0,40
15280,40,4.0,84136,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,25
9606,22,4.0,310380,11.0,9,4.0,1.0,4.0,2.0,0.0,0,0,40
4119,35,0.0,200426,11.0,9,2.0,0.0,5.0,4.0,0.0,0,0,12
9006,25,4.0,120238,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
22811,32,7.0,111567,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,49
3986,21,4.0,460835,11.0,9,4.0,12.0,2.0,4.0,1.0,0,0,45
8672,45,4.0,363087,11.0,9,5.0,7.0,4.0,2.0,0.0,0,0,40
13175,51,2.0,26832,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
8827,68,0.0,76371,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,35
9520,52,1.0,43705,15.0,10,2.0,8.0,0.0,4.0,1.0,0,0,50
25921,56,4.0,282023,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40
14224,62,6.0,159939,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,35
22113,23,4.0,156513,11.0,9,4.0,6.0,3.0,2.0,1.0,0,0,40
20133,40,4.0,225193,11.0,9,2.0,6.0,0.0,4.0,1.0,0,0,63
28928,28,4.0,478315,9.0,13,4.0,10.0,3.0,2.0,0.0,0,0,40
26510,18,4.0,122775,11.0,9,4.0,8.0,3.0,4.0,1.0,0,0,35
3142,25,2.0,112835,12.0,14,4.0,11.0,1.0,4.0,1.0,0,0,40
22959,41,6.0,144002,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,60
27832,39,4.0,82540,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,60
520,57,4.0,69884,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
385,34,2.0,284843,11.0,9,4.0,5.0,1.0,2.0,1.0,594,0,60
16869,41,4.0,34037,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,40
25649,17,4.0,271837,15.0,10,4.0,3.0,3.0,4.0,1.0,0,0,16
24628,34,4.0,183557,11.0,9,0.0,7.0,1.0,4.0,0.0,0,0,25
20378,39,4.0,491000,9.0,13,4.0,4.0,2.0,2.0,1.0,0,0,45
22225,43,0.0,218558,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,40
11775,44,4.0,42476,11.0,9,4.0,1.0,2.0,4.0,0.0,0,0,30
2449,30,1.0,68330,9.0,13,4.0,10.0,1.0,4.0,1.0,0,0,40
6433,35,4.0,194690,5.0,4,0.0,13.0,4.0,4.0,0.0,0,0,40
27268,23,4.0,236994,11.0,9,4.0,12.0,3.0,4.0,1.0,0,0,60
438,35,4.0,32220,7.0,12,4.0,4.0,1.0,4.0,0.0,0,0,60
5712,34,4.0,269243,15.0,10,4.0,1.0,3.0,4.0,0.0,0,0,40
16550,57,0.0,176897,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,60
168,41,1.0,130760,9.0,13,2.0,13.0,0.0,4.0,1.0,0,0,24
15877,42,4.0,187294,15.0,10,0.0,3.0,4.0,4.0,1.0,0,0,40
19443,30,2.0,183000,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,45
3978,57,2.0,52267,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,50
10192,41,5.0,60949,11.0,9,0.0,3.0,1.0,4.0,1.0,0,0,55
16337,42,4.0,223934,7.0,12,0.0,4.0,4.0,4.0,0.0,0,0,40
23108,21,4.0,349041,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,40
3609,44,4.0,222434,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
22826,54,2.0,196307,0.0,6,2.0,1.0,0.0,4.0,1.0,0,0,40
14225,61,4.0,110920,0.0,6,2.0,12.0,0.0,4.0,1.0,0,0,40
22450,33,0.0,211699,15.0,10,0.0,0.0,4.0,4.0,0.0,0,0,40
21630,35,0.0,333305,15.0,10,2.0,0.0,3.0,4.0,0.0,0,0,40
681,36,4.0,101460,11.0,9,4.0,8.0,1.0,4.0,0.0,0,0,18
19245,33,4.0,223212,11.0,9,0.0,3.0,4.0,4.0,1.0,0,0,40
15970,43,5.0,304906,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,45
25585,25,4.0,154941,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,40
27389,17,4.0,27415,1.0,7,4.0,6.0,3.0,0.0,1.0,0,0,20
2135,74,0.0,340939,6.0,5,2.0,0.0,0.0,4.0,1.0,3471,0,40
17415,19,0.0,258026,11.0,9,4.0,0.0,1.0,4.0,0.0,0,0,16
15542,43,4.0,274731,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
8188,47,1.0,117628,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
21760,21,4.0,124242,7.0,12,4.0,8.0,3.0,4.0,0.0,0,0,40
